FDK-AAC.txt,UNKNOWN
Creative Commons Attribution Non Commercial No Derivatives 2.0 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 2.0\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ No\ Derivatives\ 2.0\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
VOSTROM-license.txt,UNKNOWN
RSA-MD.txt,UNKNOWN
Linux Kernel Variant of OpenIB.org license.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Linux\ Kernel\ Variant\ of\ OpenIB.org\ license.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Linux\ Kernel\ Variant\ of\ OpenIB.org\ license.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GNU General Public License v1.0 only.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v1.0\ only.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v1.0\ only.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
DL-DE-BY-2.0.txt,UNKNOWN
Community Specification License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Community\ Specification\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Community\ Specification\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
MIT-license.txt,spdxMIT
OLDAP-1.3.txt,UNKNOWN
MakeIndex-license.txt,UNKNOWN
Qhull License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Qhull\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Qhull\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
TAPR-OHL-1.0.txt,UNKNOWN
BSD-3-Clause-No-Nuclear-License.txt,UNKNOWN
Creative Commons Attribution Non Commercial Share Alike 2.0 England and Wales.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 2.0\ England\ and\ Wales.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ Share\ Alike\ 2.0\ England\ and\ Wales.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
BSD 3-Clause No Nuclear Warranty.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BSD\ 3-Clause\ No\ Nuclear\ Warranty.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BSD\ 3-Clause\ No\ Nuclear\ Warranty.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
APSL-2.0.txt,UNKNOWN
Zimbra Public License v1.3.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Zimbra\ Public\ License\ v1.3.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Zimbra\ Public\ License\ v1.3.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Standard ML of New Jersey License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Standard\ ML\ of\ New\ Jersey\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Standard\ ML\ of\ New\ Jersey\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-NC-SA-4.0.txt,UNKNOWN
NBPL-1.0.txt,UNKNOWN
xinetd-license.txt,UNKNOWN
GNU General Public License v2.0 only.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v2.0\ only.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ General\ Public\ License\ v2.0\ only.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
X11-distribute-modifications-variant.txt,MITX11
Blue Oak Model License 1.0.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Blue\ Oak\ Model\ License\ 1.0.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Blue\ Oak\ Model\ License\ 1.0.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Reciprocal Public License 1.5.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Reciprocal\ Public\ License\ 1.5.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Reciprocal\ Public\ License\ 1.5.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OLDAP-1.2.txt,UNKNOWN
IBM Public License v1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/IBM\ Public\ License\ v1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/IBM\ Public\ License\ v1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Open LDAP Public License v1.1.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v1.1.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Open\ LDAP\ Public\ License\ v1.1.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
deprecated_GPL-3.0+.txt,GPLv3+
Borceux license.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Borceux\ license.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Borceux\ license.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-NC-SA-3.0-IGO.txt,UNKNOWN
Sendmail License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Sendmail\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Sendmail\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-NC-SA-2.5.txt,UNKNOWN
TCP Wrappers License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/TCP\ Wrappers\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/TCP\ Wrappers\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
MulanPSL-2.0.txt,"SeeFile,SeeFile"
GL2PS License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GL2PS\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GL2PS\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
APL-1.0.txt,UNKNOWN
Nethack General Public License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Nethack\ General\ Public\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Nethack\ General\ Public\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
EUPL-1.0.txt,UNKNOWN
GCC-exception-2.0.txt,UNKNOWN
BSD-4-Clause (University of California-Specific).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/BSD-4-Clause\ (University\ of\ California-Specific).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/BSD-4-Clause\ (University\ of\ California-Specific).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OGTSL-license.txt,UNKNOWN
OCaml-LGPL-linking-exception.txt,UNKNOWN
Creative Commons Attribution No Derivatives 4.0 International.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ No\ Derivatives\ 4.0\ International.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ No\ Derivatives\ 4.0\ International.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
OLDAP-2.7.txt,UNKNOWN
Libpng-license.txt,UNKNOWN
Artistic-2.0.txt,UNKNOWN
GD-license.txt,UNKNOWN
Creative Commons Attribution Share Alike 1.0 Generic.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 1.0\ Generic.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Share\ Alike\ 1.0\ Generic.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Latex2e-license.txt,UNKNOWN
Creative Commons Attribution Non Commercial 3.0 Unported.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 3.0\ Unported.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 3.0\ Unported.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Intel-ACPI.txt,UNKNOWN
OCCT-exception-1.0.txt,UNKNOWN
Creative Commons Attribution Non Commercial 3.0 Germany.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 3.0\ Germany.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Creative\ Commons\ Attribution\ Non\ Commercial\ 3.0\ Germany.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Sax Public Domain Notice.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Sax\ Public\ Domain\ Notice.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Sax\ Public\ Domain\ Notice.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
GNU Free Documentation License v1.2 only - no invariants.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ only\ -\ no\ invariants.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ only\ -\ no\ invariants.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
MIT-Modern-Variant.txt,MITmodern
BSD-4-Clause-UC.txt,spdxBSD4
GNU Free Documentation License v1.2 or later - no invariants.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ or\ later\ -\ no\ invariants.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/GNU\ Free\ Documentation\ License\ v1.2\ or\ later\ -\ no\ invariants.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
CC-BY-ND-4.0.txt,UNKNOWN
CC-BY-NC-ND-3.0-DE.txt,UNKNOWN
feh License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/feh\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/feh\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Adobe Systems Incorporated Source Code License Agreement.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Adobe\ Systems\ Incorporated\ Source\ Code\ License\ Agreement.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Adobe\ Systems\ Incorporated\ Source\ Code\ License\ Agreement.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
EPICS Open License.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/EPICS\ Open\ License.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/EPICS\ Open\ License.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
Common Public Attribution License 1.0.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Common\ Public\ Attribution\ License\ 1.0.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Common\ Public\ Attribution\ License\ 1.0.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
curl-license.txt,MITX11noNotice
Zimbra Public License v1.4.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/Zimbra\ Public\ License\ v1.4.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/Zimbra\ Public\ License\ v1.4.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
W3C Software Notice and License (2002-12-31).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/W3C\ Software\ Notice\ and\ License\ (2002-12-31).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/W3C\ Software\ Notice\ and\ License\ (2002-12-31).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
SIL Open Font License 1.1 with no Reserved Font Name.txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/SIL\ Open\ Font\ License\ 1.1\ with\ no\ Reserved\ Font\ Name.txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/SIL\ Open\ Font\ License\ 1.1\ with\ no\ Reserved\ Font\ Name.txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
TORQUE-1.1.txt,UNKNOWN
W3C Software Notice and Document License (2015-05-13).txt,"Error scanning file: execution of program [head -700 license_llm/Data/license/liresolver/licenses/W3C\ Software\ Notice\ and\ Document\ License\ (2015-05-13).txt] failed: status [256], error [head: cannot open 'license_llm/Data/license/liresolver/licenses/W3C\ Software\ Notice\ and\ Document\ License\ (2015-05-13).txt' for reading: No such file or directory
] at /home/zhz/perl5/lib/perl5/Ninka/CommentExtractor.pm line 76."
